"ID","PARENT_ID","URI","FILE_PATH","NAME","METHOD","STATUS","SIZE","TYPE","EXT","LAST_MODIFIED","EXTENSION_MISMATCH","SHA1_HASH","FORMAT_COUNT","PUID","MIME_TYPE","FORMAT_NAME","FORMAT_VERSION"
"12","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/06-01-23%20Mauriexhibt.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\06-01-23 Mauriexhibt.doc","06-01-23 Mauriexhibt.doc","Container","Done","30720","File","doc","2007-02-23T13:37:02","false","14739b0312fd2fd9824e5b761acb8846c0ad88ae","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"13","9","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/advertsing%20blurbs/Backup%20of%20Race%20relations%20day.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\advertsing blurbs\Backup of Race relations day.wbk","Backup of Race relations day.wbk","Container","Done","20992","File","wbk","2006-03-10T13:31:49","false","e88c04cb1ebe6be15d075788182abb8061d63439","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"14","9","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/advertsing%20blurbs/Te%20reo%20week.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\advertsing blurbs\Te reo week.doc","Te reo week.doc","Container","Done","21504","File","doc","2006-07-14T15:57:24","false","cc6124fa5b0b5c8bd600445e44aafac94c2c6f37","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"15","9","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/advertsing%20blurbs/Backup%20of%20OKEROA%20Hon%20Mahara%20Gover%20directory%20.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\advertsing blurbs\Backup of OKEROA Hon Mahara Gover directory .wbk","Backup of OKEROA Hon Mahara Gover directory .wbk","Container","Done","826880","File","wbk","2006-10-09T14:20:14","false","a73adba9c7127986c3ee13b71ec452ba17753359","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"16","9","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/advertsing%20blurbs/OKEROA%20Hon%20Mahara%20Gover%20directory%20.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\advertsing blurbs\OKEROA Hon Mahara Gover directory .doc","OKEROA Hon Mahara Gover directory .doc","Container","Done","827392","File","doc","2006-10-09T15:15:53","false","140d3b868ac63eabdf92a884c607290507db2d84","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"17","9","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/advertsing%20blurbs/Matariki.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\advertsing blurbs\Matariki.doc","Matariki.doc","Container","Done","20480","File","doc","2006-06-06T11:50:14","false","5e5491c6e4948f6292c505707b8c431ccb9f81e2","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"18","9","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/advertsing%20blurbs/Race%20relations%20day.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\advertsing blurbs\Race relations day.doc","Race relations day.doc","Container","Done","20992","File","doc","2006-03-10T13:41:13","false","d6536b19267879b21eee442aaa7a50660ceef4c6","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"19","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/080415%20-%20Ministers%20acknowledge%20the%20life%20and%20work%20of%20Mahinarangi%20Tocker.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\080415 - Ministers acknowledge the life and work of Mahinarangi Tocker.doc","080415 - Ministers acknowledge the life and work of Mahinarangi Tocker.doc","Container","Done","42496","File","doc","2008-04-15T16:54:12","false","cb97b67dacfeef4d93f4a53fdc47cc3c6a2d766a","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"20","9","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/advertsing%20blurbs/Backup%20of%20Matariki.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\advertsing blurbs\Backup of Matariki.wbk","Backup of Matariki.wbk","Container","Done","20992","File","wbk","2006-06-06T11:39:50","false","93d5d7b66fc39129bde49ca8669528c20f233985","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"21","9","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/advertsing%20blurbs/Trevs%20tribune.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\advertsing blurbs\Trevs tribune.doc","Trevs tribune.doc","Container","Done","20992","File","doc","2006-05-04T11:12:54","false","93cfa5a4608187192268a8dd916b473745586daf","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"22","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/Backup%20of%2006-01-23%20Mauriexhibt.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\Backup of 06-01-23 Mauriexhibt.wbk","Backup of 06-01-23 Mauriexhibt.wbk","Container","Done","31232","File","wbk","2007-01-23T15:59:06","false","61273ef5f286c2633e19b2add8b685efd77f051e","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"23","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/Backup%20of%20Japan%20Press%20statement%20.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\Backup of Japan Press statement .wbk","Backup of Japan Press statement .wbk","Container","Done","31744","File","wbk","2007-01-23T11:46:45","false","23b17dbb9c4af9ef778a3dab5ba7da579f810793","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"24","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/Backup%20of%20Maori%20heads%20to%20return%20.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\Backup of Maori heads to return .wbk","Backup of Maori heads to return .wbk","Container","Done","28160","File","wbk","2007-03-23T12:11:10","false","5aee6b3ab9d63f0612618e9cbfa4c111301f9285","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"25","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/Backup%20of%20MaoriHeritageCouncilAppmts.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\Backup of MaoriHeritageCouncilAppmts.wbk","Backup of MaoriHeritageCouncilAppmts.wbk","Container","Done","36352","File","wbk","2006-07-28T10:49:28","false","2659909c27087da373aa91ff07363ebe2a03ff14","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"26","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/Backup%20of%20Mauri%20Ora%20reveals%20Maori%20taonga%20to%20the%20international%20stage.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\Backup of Mauri Ora reveals Maori taonga to the international stage.wbk","Backup of Mauri Ora reveals Maori taonga to the international stage.wbk","Container","Done","22528","File","wbk","2007-02-13T09:51:59","false","05f026cc66b57f6f591ca2e99604a3d23b4c246c","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"27","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/Backup%20of%20National%20War%20Memorial%20-%20Reappointments.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\Backup of National War Memorial - Reappointments.wbk","Backup of National War Memorial - Reappointments.wbk","Container","Done","29696","File","wbk","2007-07-25T16:34:46","false","745017786c55fc3019646edd135bd52b83b72d32","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"28","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/Backup%20of%20return%20of%20Maori%20heads%20to%20NZ%20.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\Backup of return of Maori heads to NZ .wbk","Backup of return of Maori heads to NZ .wbk","Container","Done","28160","File","wbk","2007-03-23T14:03:42","false","97448123f7c60b3a0eb28a895e1438594e72b31e","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"29","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/email%20media%20contacts%20for%20Pao%20Pao%20Pao.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\email media contacts for Pao Pao Pao.doc","email media contacts for Pao Pao Pao.doc","Container","Done","26112","File","doc","2007-10-25T16:27:18","false","e8c9cfedea49e176930b667a1f331a909e143716","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"30","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/Japan%20Press%20statement%20.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\Japan Press statement .doc","Japan Press statement .doc","Container","Done","31232","File","doc","2007-01-23T11:55:15","false","d7c1df9ae8e960a1bc4e9b844ac39eb0c089a1fd","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"31","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/Maori%20heads%20to%20return%20.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\Maori heads to return .doc","Maori heads to return .doc","Container","Done","28672","File","doc","2007-03-23T12:13:35","false","8a9db316580892c6f485b972d869e70342ef6bc8","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"32","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/MaoriHeritageCouncilAppmts.27July2006.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\MaoriHeritageCouncilAppmts.27July2006.doc","MaoriHeritageCouncilAppmts.27July2006.doc","Container","Done","36352","File","doc","2006-07-28T10:56:33","false","d4155e4bff48a890d0a9041f4b5b31ea2d4667cc","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"33","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/Mauri%20Ora%20reveals%20Maori%20taonga%20to%20the%20international%20stage.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\Mauri Ora reveals Maori taonga to the international stage.doc","Mauri Ora reveals Maori taonga to the international stage.doc","Container","Done","22016","File","doc","2007-02-13T09:56:47","false","306643f7fa4e20185e8d1b546da9d086e0cf66ff","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"34","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/DSCN1872.JPG","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\DSCN1872.JPG","DSCN1872.JPG","Signature","Done","884870","File","jpg","2007-01-23T21:38:07","false","4d3ec0f7575f72a44310cf3251d584d354107133","1","x-fmt/391","image/jpeg","Exchangeable Image File Format (Compressed)","2.2"
"35","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/pao%20pao%20pao.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\pao pao pao.doc","pao pao pao.doc","Container","Done","35840","File","doc","2007-10-25T11:27:02","false","7aa6e79cd67ec31bf40c371dd342e5e98406f838","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"36","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/Honouring%20our%20Soldiers%20on%20ANZAC%20Day.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\Honouring our Soldiers on ANZAC Day.doc","Honouring our Soldiers on ANZAC Day.doc","Container","Done","33792","File","doc","2008-04-16T12:57:51","false","306cdd198b3b196e8205d08f59d2fe900c084ff6","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"37","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/return%20of%20Maori%20heads%20to%20NZ%20.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\return of Maori heads to NZ .doc","return of Maori heads to NZ .doc","Container","Done","27648","File","doc","2007-03-23T14:37:05","false","e3871c0fed89caafa2c0f31ac0274b4b32771fb2","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"38","4","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/conservation/","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\conservation","conservation",,"Done","","Folder",,"2016-09-28T10:49:41","false",,"",,"","",""
"39","38","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/conservation/05-12-08%20TeWaihora%20plan.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\conservation\05-12-08 TeWaihora plan.doc","05-12-08 TeWaihora plan.doc","Container","Done","32768","File","doc","2005-12-09T11:15:16","false","d21052f89c6350d5f34e0ecd42df63b7e932a79b","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"40","38","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/conservation/Backup%20of%2005-12-08%20TeWaihora%20plan.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\conservation\Backup of 05-12-08 TeWaihora plan.wbk","Backup of 05-12-08 TeWaihora plan.wbk","Container","Done","33280","File","wbk","2005-12-09T11:10:51","false","3a33df21441c1060060b6a6eb17bca68b11f58b1","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"41","38","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/conservation/Backup%20of%20pre-release%20cape%20reinga%20embargoed%20till%2012.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\conservation\Backup of pre-release cape reinga embargoed till 12.wbk","Backup of pre-release cape reinga embargoed till 12.wbk","Container","Done","30208","File","wbk","2007-05-14T12:27:15","false","0d04f57c25978d9ac52641a60f9249586ff2868d","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"42","38","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/conservation/Backup%20of%20Ruataniwha%20Conservation%20Park.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\conservation\Backup of Ruataniwha Conservation Park.wbk","Backup of Ruataniwha Conservation Park.wbk","Container","Done","29696","File","wbk","2006-07-10T14:57:59","false","c037193f25eb4a2e10283bbc9a8bd36088e0042a","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"43","38","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/conservation/Backup%20of%20Te%20Waihora%20Management%20Plan.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\conservation\Backup of Te Waihora Management Plan.wbk","Backup of Te Waihora Management Plan.wbk","Container","Done","31744","File","wbk","2005-12-08T11:00:08","false","28e82d37449fe0a8e779b7dc6f2a2c3d64141391","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"44","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/Speech%20to%20Launch%20New%20Te%20Reo%20Channel_28%20March%202008.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\Speech to Launch New Te Reo Channel_28 March 2008.doc","Speech to Launch New Te Reo Channel_28 March 2008.doc","Container","Done","36864","File","doc","2008-05-13T16:37:50","false","47378129bbc2cf3be3aa62f745f05c964ee666bb","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"45","8","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/Arts,%20Culture%20and%20Hertiage/National%20War%20Memorial%20-%20Reappointments.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\Arts, Culture and Hertiage\National War Memorial - Reappointments.doc","National War Memorial - Reappointments.doc","Container","Done","29184","File","doc","2007-07-26T10:46:44","false","8c4f94241f6eabd5a97296a1bdfa39e88e80631d","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"46","38","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/conservation/Government%20grants%20help%20Kaikoura%20flora%20and%20funa.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\conservation\Government grants help Kaikoura flora and funa.doc","Government grants help Kaikoura flora and funa.doc","Container","Done","33280","File","doc","2007-10-29T13:19:11","false","0bd31aecb86d1b8c3b432207ddeffabba25e44d9","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"47","38","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/conservation/Government%20grants%20help%20Marlboroough%20Sounds%20flora%20&%20flauna.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\conservation\Government grants help Marlboroough Sounds flora & flauna.doc","Government grants help Marlboroough Sounds flora & flauna.doc","Container","Done","32768","File","doc","2007-10-29T13:53:39","false","c5b5e07fa10422435f8c58c95918327032990bde","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"48","38","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/conservation/High%20country%20stations%20July%2006.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\conservation\High country stations July 06.doc","High country stations July 06.doc","Container","Done","35328","File","doc","2006-07-10T14:52:07","false","8c79579b7926e4448cfc438c24a9ac66fd9f672b","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"49","38","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/conservation/Horoirangi%20Marine%20Reserve%20opening%20.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\conservation\Horoirangi Marine Reserve opening .doc","Horoirangi Marine Reserve opening .doc","Container","Done","30208","File","doc","2006-01-25T11:01:12","false","0b02749de5fb946eab4554749b368a0369d63927","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"50","38","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/conservation/horoirangi.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\conservation\horoirangi.doc","horoirangi.doc","Container","Done","30208","File","doc","2006-01-25T16:34:06","false","c929682975fee6c56c63e849a121c29e657b35b8","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"51","38","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/conservation/DSCN2070.JPG","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\conservation\DSCN2070.JPG","DSCN2070.JPG","Signature","Done","789945","File","jpg","2002-01-01T01:00:00","false","97edf4f7e47389fd82dc17dcc9f2f6f674f7c4f4","1","x-fmt/391","image/jpeg","Exchangeable Image File Format (Compressed)","2.2"
"52","38","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/conservation/Ruataniwha%20Conservation%20Park.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\conservation\Ruataniwha Conservation Park.doc","Ruataniwha Conservation Park.doc","Container","Done","29184","File","doc","2006-07-10T14:58:25","false","46d00e145584235d02409c7dc5faf1e234ce2258","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"53","4","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD","MSD",,"Done","","Folder",,"2016-09-28T10:49:41","false",,"",,"","",""
"54","38","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/conservation/Te%20Waihora%20Management%20Plan.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\conservation\Te Waihora Management Plan.doc","Te Waihora Management Plan.doc","Container","Done","30720","File","doc","2005-12-08T11:52:46","false","45d7ed21f5a078cfdf2b3ad771125636d3e2f89b","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
